#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  R19  2205  432000.00   24543.917630   -6936.974990    -497.638676    -185.395741
    2  R19  2205  432900.00   24224.107477   -7073.822562   -3734.114231    -185.397258
    3  R19  2205  433800.00   23530.864841   -7036.959936   -6898.067429    -185.398970
    4  R19  2205  434700.00   22500.580039   -6780.258799   -9928.056583    -185.399996
    5  R19  2205  435600.00   21180.232541   -6266.399712  -12765.249763    -185.402639
    6  R19  2205  436500.00   19625.398861   -5468.696822  -15354.566953    -185.404036
    7  R19  2205  437400.00   17897.919920   -4372.477117  -17645.748102    -185.405936
    8  R19  2205  438300.00   16063.326169   -2975.955380  -19594.326465    -185.406413
    9  R19  2205  439200.00   14188.128321   -1290.567172  -21162.488617    -185.406629
   10  R19  2205  440100.00   12337.087118     659.255091  -22319.804923    -185.407682
   11  R19  2205  441000.00   10570.576041    2836.854621  -23043.816857    -185.407517
   12  R19  2205  441900.00    8942.146708    5194.640154  -23320.470305    -185.409091
   13  R19  2205  442800.00    7496.398018    7675.840608  -23144.386932    -185.409530
   14  R19  2205  443700.00    6267.237259   10216.652570  -22518.968627    -185.410403
   15  R19  2205  444600.00    5276.605023   12748.692369  -21456.333077    -185.409934
   16  R19  2205  445500.00    4533.716395   15201.651751  -19977.081544    -185.411985
   17  R19  2205  446400.00    4034.849404   17506.047560  -18109.902968    -185.413981
   18  R19  2205  447300.00    3763.688923   19595.951688  -15891.021512    -185.415451
   19  R19  2205  448200.00    3692.210992   21411.588079  -13363.497654    -185.416117
   20  R19  2205  449100.00    3782.069908   22901.688785  -10576.395746    -185.417061
   21  R19  2205  450000.00    3986.429211   24025.510808   -7583.833723    -185.418860
   22  R19  2205  450900.00    4252.158950   24754.429396   -4443.933063    -185.420563
   23  R19  2205  451800.00    4522.305951   25073.040988   -1217.689307    -185.421652
   24  R19  2205  452700.00    4738.732145   24979.729484    2032.214767    -185.422776
   25  R19  2205  453600.00    4844.808708   24486.672036    5242.629913    -185.424724
   26  R19  2205  454500.00    4788.051284   23619.284175    8351.170885    -185.426646
   27  R19  2205  455400.00    4522.583958   22415.127728   11297.432136    -185.427450
   28  R19  2205  456300.00    4011.326872   20922.327699   14024.164559    -185.428627
   29  R19  2205  457200.00    3227.814110   19197.564912   16478.389970    -185.430724
   30  R19  2205  458100.00    2157.564130   17303.729046   18612.431402    -185.431455
   31  R19  2205  459000.00     798.944009   15307.330785   20384.839141    -185.432966
   32  R19  2205  459900.00    -836.509887   13275.781740   21761.194657    -185.434474
   33  R19  2205  460800.00   -2724.329274   11274.656020   22714.777129    -185.436341
   34  R19  2205  461700.00   -4827.900451    9365.047845   23227.080041    -185.437248
   35  R19  2205  462600.00   -7099.768022    7601.135222   23288.168282    -185.438213
   36  R19  2205  463500.00   -9483.402364    6028.050897   22896.869198    -185.439977
   37  R19  2205  464400.00  -11915.358024    4680.148714   22060.794183    -185.441377
   38  R19  2205  465300.00  -14327.733926    3579.736896   20796.190488    -185.442586
   39  R19  2205  466200.00  -16650.833621    2736.330223   19127.626082    -185.442731
   40  R19  2205  467100.00  -18815.915353    2146.451318   17087.513442    -185.443640
   41  R19  2205  468000.00  -20757.917799    1793.988376   14715.481197    -185.445487
   42  R19  2205  468900.00  -22418.048125    1651.093290   12057.605460    -185.446427
   43  R19  2205  469800.00  -23746.124530    1679.581522    9165.515438    -185.448282
   44  R19  2205  470700.00  -24702.575492    1832.773890    6095.390472    -185.449571
   45  R19  2205  471600.00  -25260.012130    2057.701833    2906.867914    -185.451312
   46  R19  2205  472500.00  -25404.307905    2297.582276    -338.116824    -185.453031
   47  R19  2205  473400.00  -25135.140471    2494.456807   -3576.535251    -185.453866
   48  R19  2205  474300.00  -24465.973067    2591.882877   -6745.491991    -185.455621
   49  R19  2205  475200.00  -23423.476724    2537.562512   -9783.447970    -185.456191
   50  R19  2205  476100.00  -22046.417557    2285.796802  -12631.416395    -185.457896
   51  R19  2205  477000.00  -20384.056190    1799.661745  -15234.107993    -185.458515
