#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  G02  2205  432000.00    7004.915344  -14657.667723   21693.795449    -653.104894
    2  G02  2205  432900.00    9299.509209  -14561.780448   20867.086680    -653.105163
    3  G02  2205  433800.00   11487.773506  -14586.746514   19701.984487    -653.105496
    4  G02  2205  434700.00   13528.444985  -14715.066150   18216.692843    -653.105756
    5  G02  2205  435600.00   15384.403809  -14922.616999   16434.431710    -653.106027
    6  G02  2205  436500.00   17023.870535  -15179.556531   14383.184683    -653.106239
    7  G02  2205  437400.00   18421.438453  -15451.442482   12095.388195    -653.106387
    8  G02  2205  438300.00   19558.905128  -15700.540546    9607.557839    -653.106301
    9  G02  2205  439200.00   20425.871000  -15887.281717    6959.847328    -653.106596
   10  G02  2205  440100.00   21020.078194  -15971.825146    4195.536113    -653.106771
   11  G02  2205  441000.00   21347.469152  -15915.676263    1360.442856    -653.106818
   12  G02  2205  441900.00   21421.952638  -15683.304579   -1497.736109    -653.107060
   13  G02  2205  442800.00   21264.874159  -15243.701617   -4330.161599    -653.107176
   14  G02  2205  443700.00   20904.198171  -14571.816820   -7087.654479    -653.107468
   15  G02  2205  444600.00   20373.421457  -13649.809346   -9721.557480    -653.107443
   16  G02  2205  445500.00   19710.249318  -12468.056092  -12184.642246    -653.107612
   17  G02  2205  446400.00   18955.078860  -11025.862333  -14432.043318    -653.107623
   18  G02  2205  447300.00   18149.345388   -9331.830481  -16422.196218    -653.108003
   19  G02  2205  448200.00   17333.798129   -7403.855193  -18117.752881    -653.107882
   20  G02  2205  449100.00   16546.779286   -5268.728956  -19486.444786    -653.107980
   21  G02  2205  450000.00   15822.584662   -2961.360764  -20501.862681    -653.108305
   22  G02  2205  450900.00   15189.984157    -523.630346  -21144.122164    -653.108376
   23  G02  2205  451800.00   14670.975722    1997.079409  -21400.386731    -653.108439
   24  G02  2205  452700.00   14279.836877    4549.610466  -21265.224336    -653.108558
   25  G02  2205  453600.00   14022.523857    7080.940749  -20740.779809    -653.108799
   26  G02  2205  454500.00   13896.450792    9538.189443  -19836.753244    -653.108918
   27  G02  2205  455400.00   13890.661089   11870.621336  -18570.183181    -653.109092
   28  G02  2205  456300.00   13986.382030   14031.554837  -16965.042333    -653.109330
   29  G02  2205  457200.00   14157.933032   15980.084132  -15051.661978    -653.109202
   30  G02  2205  458100.00   14373.939610   17682.537334  -12866.008425    -653.109545
   31  G02  2205  459000.00   14598.790200   19113.608326  -10448.840402    -653.110009
   32  G02  2205  459900.00   14794.262532   20257.119012   -7844.779672    -653.110522
   33  G02  2205  460800.00   14921.240614   21106.389163   -5101.328430    -653.110270
   34  G02  2205  461700.00   14941.442743   21664.211505   -2267.866156    -653.110399
   35  G02  2205  462600.00   14819.084675   21942.448661     605.344011    -653.110982
   36  G02  2205  463500.00   14522.409602   21961.284975    3468.113318    -653.110992
   37  G02  2205  464400.00   14025.026849   21748.179380    6271.228701    -653.111267
   38  G02  2205  465300.00   13307.013250   21336.574953    8967.281409    -653.111140
   39  G02  2205  466200.00   12355.744060   20764.426666   11511.412259    -653.111163
   40  G02  2205  467100.00   11166.433107   20072.611331   13861.967575    -653.111693
   41  G02  2205  468000.00    9742.374113   19303.283346   15981.064020    -653.111856
   42  G02  2205  468900.00    8094.886205   18498.237073   17835.063801    -653.111935
   43  G02  2205  469800.00    6242.976327   17697.332138   19394.964179    -653.112120
   44  G02  2205  470700.00    4212.739469   16937.032178   20636.706759    -653.112162
   45  G02  2205  471600.00    2036.524311   16249.100967   21541.412847    -653.112323
   46  G02  2205  472500.00    -248.102801   15659.492879   22095.551229    -653.112661
   47  G02  2205  473400.00   -2599.558624   15187.467513   22291.044305    -653.112881
   48  G02  2205  474300.00   -4973.568632   14844.951169   22125.317592    -653.112994
   49  G02  2205  475200.00   -7324.575577   14636.160858   21601.296418    -653.113136
   50  G02  2205  476100.00   -9607.187912   14557.499646   20727.352230    -653.113675
   51  G02  2205  477000.00  -11777.624464   14597.725351   19517.199446    -653.113484
   52  G02  2205  477900.00  -13795.111921   14738.387916   17989.742308    -653.113580
   53  G02  2205  478800.00  -15623.192516   14954.524070   16168.869794    -653.113831
   54  G02  2205  479700.00  -17230.900771   15215.591143   14083.195501    -653.114101
