#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  G27  2205  432000.00  -11246.609886   22794.377825   -7162.791467     183.143021
    2  G27  2205  432900.00  -11814.842654   23177.556536   -4362.316393     183.151245
    3  G27  2205  433800.00  -12191.848671   23314.865855   -1485.225790     183.159469
    4  G27  2205  434700.00  -12406.025939   23179.980250    1418.013712     183.167724
    5  G27  2205  435600.00  -12490.946128   22754.445439    4296.180671     183.175936
    6  G27  2205  436500.00  -12483.849334   22028.562100    7098.268710     183.184158
    7  G27  2205  437400.00  -12423.982523   21001.927998    9774.469057     183.192427
    8  G27  2205  438300.00  -12350.852070   19683.610585   12277.141094     183.200674
    9  G27  2205  439200.00  -12302.465982   18091.938773   14561.745731     183.208943
   10  G27  2205  440100.00  -12313.642670   16253.920092   16587.716997     183.217165
   11  G27  2205  441000.00  -12414.460600   14204.306952   18319.248966     183.225381
   12  G27  2205  441900.00  -12628.916644   11984.352045   19725.977916     183.233622
   13  G27  2205  442800.00  -12973.851012    9640.307165   20783.543239     183.241864
   14  G27  2205  443700.00  -13458.183886    7221.731015   21474.014928     183.250072
   15  G27  2205  444600.00  -14082.493946    4779.679373   21786.180080     183.258299
   16  G27  2205  445500.00  -14838.953055    2364.854937   21715.685604     183.266491
   17  G27  2205  446400.00  -15711.615072      25.794199   21265.038803     183.274649
   18  G27  2205  447300.00  -16677.041304   -2192.834936   20443.471637     183.282883
   19  G27  2205  448200.00  -17705.231015   -4251.757990   19266.677926     183.291089
   20  G27  2205  449100.00  -18760.813449   -6118.384065   17756.435535     183.299294
   21  G27  2205  450000.00  -19804.448410   -7767.815782   15940.127558     183.307510
   22  G27  2205  450900.00  -20794.375759   -9183.546412   13850.177760     183.315663
   23  G27  2205  451800.00  -21688.050400  -10357.825158   11523.415999     183.323860
   24  G27  2205  452700.00  -22443.798276  -11291.685006    9000.389290     183.332065
   25  G27  2205  453600.00  -23022.430372  -11994.640474    6324.633489     183.340275
   26  G27  2205  454500.00  -23388.755507  -12484.074392    3541.919613     183.348478
   27  G27  2205  455400.00  -23512.938297  -12784.343332     699.487551     183.356704
   28  G27  2205  456300.00  -23371.655871  -12925.640128   -2154.721506     183.364880
   29  G27  2205  457200.00  -22949.015206  -12942.659056   -4972.823922     183.373069
   30  G27  2205  458100.00  -22237.202030  -12873.114525   -7707.735187     183.381214
   31  G27  2205  459000.00  -21236.841841  -12756.167703  -10313.886762     183.389421
   32  G27  2205  459900.00  -19957.063291  -12630.817269  -12747.911804     183.397637
   33  G27  2205  460800.00  -18415.263911  -12534.310679  -14969.294129     183.405847
   34  G27  2205  461700.00  -16636.587561  -12500.630899  -16940.975322     183.414082
   35  G27  2205  462600.00  -14653.131977  -12559.110778  -18629.915168     183.422280
   36  G27  2205  463500.00  -12502.913190  -12733.222999  -20007.600662     183.430442
   37  G27  2205  464400.00  -10228.621255  -13039.588136  -21050.498712     183.438648
   38  G27  2205  465300.00   -7876.208512  -13487.236713  -21740.447358     183.446811
   39  G27  2205  466200.00   -5493.357417  -14077.153487  -22064.979976     183.455057
   40  G27  2205  467100.00   -3127.879576  -14802.123507  -22017.576527     183.463215
   41  G27  2205  468000.00    -826.100974  -15646.889957  -21597.835599     183.471383
   42  G27  2205  468900.00    1368.709822  -16588.623586  -20811.560817     183.479530
   43  G27  2205  469800.00    3417.813510  -17597.692741  -19670.755287     183.487694
   44  G27  2205  470700.00    5288.316674  -18638.712059  -18193.518185     183.495811
   45  G27  2205  471600.00    6954.281555  -19671.836907  -16403.838457     183.504046
   46  G27  2205  472500.00    8397.583068  -20654.260234  -14331.281984     183.512159
   47  G27  2205  473400.00    9608.475035  -21541.858930  -12010.570507     183.520295
   48  G27  2205  474300.00   10585.837447  -22290.928726   -9481.053032     183.528475
   49  G27  2205  475200.00   11337.088297  -22859.940527   -6786.073463     183.536672
   50  G27  2205  476100.00   11877.756696  -23211.247479   -3972.241528     183.544834
   51  G27  2205  477000.00   12230.728174  -23312.671355   -1088.617752     183.552934
   52  G27  2205  477900.00   12425.187575  -23138.899500    1814.173142     183.561141
   53  G27  2205  478800.00   12495.299099  -22672.629583    4684.882479     183.569287
   54  G27  2205  479700.00   12478.675922  -21905.408848    7472.610596     183.577460
   55  G27  2205  480600.00   12414.702690  -20838.127084   10127.789177     183.585646
   56  G27  2205  481500.00   12342.782211  -19481.137527   12603.148195     183.593909
   57  G27  2205  482400.00   12300.582321  -17853.996757   14854.642284     183.602098
   58  G27  2205  483300.00   12322.359697  -15984.832207   16842.312089     183.610316
   59  G27  2205  484200.00   12437.434245  -13909.363313   18531.058042     183.618508
   60  G27  2205  485100.00   12668.880747  -11669.618431   19891.306895     183.626726
   61  G27  2205  486000.00   13032.494062   -9312.403506   20899.555080     183.634843
   62  G27  2205  486900.00   13536.071035   -6887.589374   21538.777319     183.643010
   63  G27  2205  487800.00   14179.037235   -4446.291820   21798.693588     183.651213
   64  G27  2205  488700.00   14952.430498   -2039.021953   21675.892214     183.659388
   65  G27  2205  489600.00   15839.237112     286.116019   21173.811411     183.667519
   66  G27  2205  490500.00   16815.061117    2485.106670   20302.585525     183.675765
   67  G27  2205  491400.00   17849.093352    4519.519257   19078.765717     183.683939
   68  G27  2205  492300.00   18905.335280    6357.761979   17524.927415     183.692134
   69  G27  2205  493200.00   19944.023530    7976.050763   15669.178799     183.700300
   70  G27  2205  494100.00   20923.194844    9359.061841   13544.585660     183.708486
   71  G27  2205  495000.00   21800.327683   10500.250903   11188.528428     183.716622
   72  G27  2205  495900.00   22533.996082   11401.835089    8642.006921     183.724753
   73  G27  2205  496800.00   23085.473135   12074.446823    5948.907735     183.732943
   74  G27  2205  497700.00   23420.225560   12536.480153    3155.248105     183.741119
   75  G27  2205  498600.00   23509.246659   12813.160529     308.408793     183.749281
   76  G27  2205  499500.00   23330.182285   12935.377529   -2543.632821     183.757381
   77  G27  2205  500400.00   22868.212942   12938.326948   -5353.059686     183.765522
   78  G27  2205  501300.00   22116.664234   12860.013678   -8072.953651     183.773659
   79  G27  2205  502200.00   21077.327526   12739.670151  -10658.008385     183.781821
   80  G27  2205  503100.00   19760.482437   12616.146645  -13065.210362     183.789942
   81  G27  2205  504000.00   18184.622407   12526.329733  -15254.482387     183.798079
   82  G27  2205  504900.00   16375.893989   12503.643541  -17189.284586     183.806222
   83  G27  2205  505800.00   14367.269433   12576.685456  -18837.168090     183.814338
   84  G27  2205  506700.00   12197.480410   12768.043584  -20170.276642     183.822486
   85  G27  2205  507600.00    9909.748299   13093.337620  -21165.791199     183.830605
   86  G27  2205  508500.00    7550.353125   13560.518052  -21806.312308     183.838751
   87  G27  2205  509400.00    5167.088879   14169.450789  -22080.174675     183.846922
   88  G27  2205  510300.00    2807.657409   14911.805499  -21981.687910     183.855043
   89  G27  2205  511200.00     518.056195   15771.256307  -21511.297200     183.863144
   90  G27  2205  512100.00   -1658.983058   16723.993205  -20675.657449     183.871248
   91  G27  2205  513000.00   -3685.448178   17739.531700  -19487.614620     183.879377
   92  G27  2205  513900.00   -5529.337727   18781.797228  -17966.088477     183.887517
   93  G27  2205  514800.00   -7165.738693   19810.449987  -16135.851854     183.895630
   94  G27  2205  515700.00   -8577.645726   20782.405453  -14027.203065     183.903671
   95  G27  2205  516600.00   -9756.485131   21653.496503  -11675.530013     183.911752
   96  G27  2205  517500.00  -10702.316927   22380.215209   -9120.767146     183.919871
   97  G27  2205  518400.00  -11423.700277   22921.466580   -6406.749420     183.928023
   98  G27  2205  519300.00  -11937.220762   23240.263130   -3580.470747     183.936191
   99  G27  2205  520200.00  -12266.692687   23305.289404    -691.258404     183.944320
  100  G27  2205  521100.00  -12442.063385   23092.267830    2210.122039     183.952460
  101  G27  2205  522000.00  -12498.061242   22585.064601    5072.412668     183.960617
  102  G27  2205  522900.00  -12472.641340   21776.483699    7844.838854     183.968718
  103  G27  2205  523800.00  -12405.293328   20668.710177   10478.090947     183.976854
  104  G27  2205  524700.00  -12335.283676   19273.379168   12925.287145     183.985009
  105  G27  2205  525600.00  -12299.908630   17611.264017   15142.892400     183.993162
  106  G27  2205  526500.00  -12332.834430   15711.594591   17091.569102     184.001330
  107  G27  2205  527400.00  -12462.597715   13611.034064   18736.937310     184.009441
  108  G27  2205  528300.00  -12711.331529   11352.358359   20050.225331     184.017590
  109  G27  2205  529200.00  -13093.771614    8982.895904   21008.795271     184.025678
  110  G27  2205  530100.00  -13616.584167    6552.795801   21596.532609     184.033793
  111  G27  2205  531000.00  -14278.041017    4113.199221   21804.093522     184.041895
  112  G27  2205  531900.00  -15068.051982    1714.391769   21629.008392     184.049949
  113  G27  2205  532800.00  -15968.548079    -595.986458   21075.644352     184.057997
  114  G27  2205  533700.00  -16954.194050   -2774.601001   20155.033684     184.066107
  115  G27  2205  534600.00  -17993.395117   -4783.888922   18884.578170     184.074222
  116  G27  2205  535500.00  -19049.551591   -6593.276320   17287.642078     184.082318
  117  G27  2205  536400.00  -20082.506243   -8180.105359   15393.048212     184.090411
  118  G27  2205  537300.00  -21050.123495   -9530.241932   13234.492505     184.098522
  119  G27  2205  538200.00  -21909.936430  -10638.348599   10849.892936     184.106651
  120  G27  2205  539100.00  -22620.797320  -11507.820871    8280.688278     184.114781
  121  G27  2205  540000.00  -23144.469492  -12150.397502    5571.101463     184.122868
  122  G27  2205  540900.00  -23447.102687  -12585.466969    2767.381232     184.130975
  123  G27  2205  541800.00  -23500.540136  -12839.102325     -82.965563     184.139104
  124  G27  2205  542700.00  -23283.413116  -12942.865009   -2931.940013     184.147196
  125  G27  2205  543600.00  -22781.987267  -12932.424799   -5731.806031     184.155291
  126  G27  2205  544500.00  -21990.734243  -12846.047905   -8435.825766     184.163408
  127  G27  2205  545400.00  -20912.611858  -12723.008274  -10998.968465     184.171493
  128  G27  2205  546300.00  -19559.045678  -12601.978505  -13378.586610     184.179684
  129  G27  2205  547200.00  -17949.614620  -12519.456503  -15535.053862     184.187767
  130  G27  2205  548100.00  -16111.452450  -12508.282218  -17432.359836     184.195874
  131  G27  2205  549000.00  -14078.385914  -12596.295583  -19038.656907     184.203945
  132  G27  2205  549900.00  -11889.838437  -12805.182249  -20326.754284     184.212061
  133  G27  2205  550800.00   -9589.535771  -13149.547931  -21274.554397     184.220130
  134  G27  2205  551700.00   -7224.056531  -13636.255266  -21865.426318     184.228217
  135  G27  2205  552600.00   -4841.275999  -14264.049122  -22088.510575     184.236324
  136  G27  2205  553500.00   -2488.755928  -15023.487379  -21938.949304     184.244362
  137  G27  2205  554400.00    -212.135947  -15897.184460  -21418.035449     184.252440
  138  G27  2205  555300.00    1946.416391  -16860.364492  -20533.274558     184.260486
  139  G27  2205  556200.00    3949.640258  -17881.710132  -19298.352942     184.268501
  140  G27  2205  557100.00    5766.446392  -18924.482093  -17733.006509     184.276541
  141  G27  2205  558000.00    7372.961884  -19947.873531  -15862.785559     184.284563
  142  G27  2205  558900.00    8753.310964  -20908.553243  -13718.712401     184.292584
  143  G27  2205  559800.00    9900.096256  -21762.342404  -11336.830685     184.300613
  144  G27  2205  560700.00   10814.555369  -22465.961990   -8757.647955     184.308666
  145  G27  2205  561600.00   11506.379839  -22978.782553   -6025.476055     184.316730
  146  G27  2205  562500.00   11993.196960  -23264.505146   -3187.677425     184.324781
  147  G27  2205  563400.00   12299.729342  -23292.702398    -293.829036     184.332870
  148  G27  2205  564300.00   12456.661564  -23040.152299    2605.180673     184.340968
  149  G27  2205  565200.00   12499.257127  -22491.904184    5458.103068     184.349068
  150  G27  2205  566100.00   12465.781336  -21642.026779    8214.307142     184.357145
  151  G27  2205  567000.00   12395.795899  -20494.001361   10824.760075     184.365260
  152  G27  2205  567900.00   12328.398175  -19060.738756   13242.985546     184.373357
  153  G27  2205  568800.00   12300.481658  -17364.215926   15425.974701     184.381474
  154  G27  2205  569700.00   12345.093977  -15434.745629   17335.025742     184.389629
  155  G27  2205  570600.00   12489.964536  -13309.909687   18936.490264     184.397752
  156  G27  2205  571500.00   12756.265917  -11033.202054   20202.407605     184.405852
  157  G27  2205  572400.00   13157.662029   -8652.440957   21111.012403     184.413921
  158  G27  2205  573300.00   13699.682200   -6218.019337   21647.105042     184.422013
  159  G27  2205  574200.00   14379.444973   -3781.069055   21802.279346     184.430086
  160  G27  2205  575100.00   15185.739161   -1391.616679   21575.006574     184.438173
  161  G27  2205  576000.00   16099.453680     903.192835   20970.579144     184.446236
  162  G27  2205  576900.00   17094.332648    3060.733314   20000.921396     184.454285
  163  G27  2205  577800.00   18138.018996    5044.332251   18684.277872     184.462364
  164  G27  2205  578700.00   19193.338830    6824.450788   17044.792110     184.470452
  165  G27  2205  579600.00   20219.770513    8379.568473   15111.990562     184.478555
  166  G27  2205  580500.00   21175.036905    9696.745729   12920.187199     184.486631
  167  G27  2205  581400.00   22016.756584   10771.850554   10507.824596     184.494712
  168  G27  2205  582300.00   22704.089888   11609.449288    7916.766937     184.502787
  169  G27  2205  583200.00   23199.318071   12222.373786    5191.559584     184.510848
  170  G27  2205  584100.00   23469.298469   12630.988624    2378.668735     184.518908
  171  G27  2205  585000.00   23486.744873   12862.191789    -474.286664     184.526981
  172  G27  2205  585900.00   23231.289963   12948.190451   -3319.299957     184.535037
  173  G27  2205  586800.00   22690.295365   12925.099745   -6108.729422     184.543087
  174  G27  2205  587700.00   21859.384172   12831.417120   -8796.030404     184.551135
  175  G27  2205  588600.00   20742.680445   12706.427565  -11336.460005     184.559174
  176  G27  2205  589500.00   19352.749972   12588.596186  -13687.748268     184.567161
  177  G27  2205  590400.00   17710.246128   12514.004096  -15810.730477     184.575193
  178  G27  2205  591300.00   15843.273983   12514.881591  -17669.935635     184.583255
  179  G27  2205  592200.00   13786.494521   12618.289197  -19234.126336     184.591293
  180  G27  2205  593100.00   11579.998995   12844.992448  -20476.785249     184.599323
  181  G27  2205  594000.00    9267.990729   13208.570344  -21376.543216     184.607368
  182  G27  2205  594900.00    6897.318121   13714.790347  -21917.543627     184.615399
  183  G27  2205  595800.00    4515.907905   14361.274700  -22089.737377     184.623395
  184  G27  2205  596700.00    2171.151866   15137.473799  -21889.102305     184.631382
  185  G27  2205  597600.00     -91.697071   16024.952493  -21317.780775     184.639348
  186  G27  2205  598500.00   -2231.062304   16997.984757  -20384.128985     184.647356
  187  G27  2205  599400.00   -4210.458069   18024.441240  -19102.671813     184.655314
  188  G27  2205  600300.00   -5999.726977   19066.943226  -17493.957615     184.663381
  189  G27  2205  601200.00   -7576.051066   20084.245734  -15584.308467     184.671463
  190  G27  2205  602100.00   -8924.693448   21032.802360  -13405.462958     184.679447
  191  G27  2205  603000.00  -10039.436343   21868.455466  -10994.110737     184.687434
  192  G27  2205  603900.00  -10922.691938   22548.187960   -8391.320764     184.695419

