#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  R04  2205  432000.00    9734.388376    5804.926306   22884.601667     136.744518
    2  R04  2205  432900.00    9293.240902    8544.249133   22197.340267     136.746404
    3  R04  2205  433800.00    9066.449787   11198.624539   21080.413410     136.747954
    4  R04  2205  434700.00    9041.789283   13700.595880   19555.335915     136.749802
    5  R04  2205  435600.00    9195.410929   15987.332578   17651.512560     136.751730
    6  R04  2205  436500.00    9492.967103   18003.028276   15405.684972     136.753471
    7  R04  2205  437400.00    9891.189847   19701.020546   12861.237458     136.755229
    8  R04  2205  438300.00   10339.859734   21045.544624   10067.373544     136.756826
    9  R04  2205  439200.00   10784.083054   22013.048176    7078.177543     136.758075
   10  R04  2205  440100.00   11166.782254   22593.011850    3951.577943     136.759690
   11  R04  2205  441000.00   11431.295068   22788.240540     748.231671     136.761414
   12  R04  2205  441900.00   11523.972563   22614.612198   -2469.649746     136.762875
   13  R04  2205  442800.00   11396.665669   22100.293731   -5639.509478     136.764333
   14  R04  2205  443700.00   11008.993878   21284.456020   -8699.666355     136.766073
   15  R04  2205  444600.00   10330.298443   20215.541448  -11590.523099     136.767536
   16  R04  2205  445500.00    9341.195361   18949.156567  -14255.737326     136.769123
   17  R04  2205  446400.00    8034.660165   17545.678705  -16643.331389     136.770569
   18  R04  2205  447300.00    6416.596259   16067.677757  -18706.718227     136.772431
   19  R04  2205  448200.00    4505.860468   14577.262499  -20405.622077     136.774637
   20  R04  2205  449100.00    2333.742612   13133.464068  -21706.875060     136.776297
   21  R04  2205  450000.00     -57.080799   11789.767766  -22585.073262     136.778180
   22  R04  2205  450900.00   -2614.076177   10591.897932  -23023.078908     136.779831
   23  R04  2205  451800.00   -5276.802530    9575.949784  -23012.358417     136.781658
   24  R04  2205  452700.00   -7979.200087    8766.947159  -22553.149581     136.783422
   25  R04  2205  453600.00  -10652.122255    8177.886821  -21654.454606     136.785211
   26  R04  2205  454500.00  -13226.004968    7809.309065  -20333.859358     136.786753
   27  R04  2205  455400.00  -15633.561681    7649.411834  -18617.182672     136.788713
   28  R04  2205  456300.00  -17812.391179    7674.702272  -16537.963080     136.790936
   29  R04  2205  457200.00  -19707.389159    7851.156705  -14136.793587     136.792590
   30  R04  2205  458100.00  -21272.862981    8135.838380  -11460.518256     136.794162
   31  R04  2205  459000.00  -22474.261648    8478.902838   -8561.307130     136.795930
   32  R04  2205  459900.00  -23289.449573    8825.904441   -5495.628508     136.797345
   33  R04  2205  460800.00  -23709.472131    9120.304975   -2323.139585     136.799006
   34  R04  2205  461700.00  -23738.782614    9306.076935     894.481953     136.800732
   35  R04  2205  462600.00  -23394.923066    9330.290472    4094.741810     136.802423
   36  R04  2205  463500.00  -22707.674477    9145.574066    7215.544366     136.803972
   37  R04  2205  464400.00  -21717.714015    8712.344817   10196.395409     136.805572
   38  R04  2205  465300.00  -20474.837459    8000.714364   12979.568992     136.806748
   39  R04  2205  466200.00  -19035.822755    6991.990499   15511.216174     136.808455
   40  R04  2205  467100.00  -17462.025122    5679.711754   17742.395004     136.810017
   41  R04  2205  468000.00  -15816.804667    4070.171927   19630.002935     136.811783
   42  R04  2205  468900.00  -14162.893786    2182.412748   21137.595096     136.813252
   43  R04  2205  469800.00  -12559.813477      47.684847   22236.074125     136.815167
   44  R04  2205  470700.00  -11061.445107   -2291.601086   22904.239799     136.817083
   45  R04  2205  471600.00   -9713.857336   -4783.390304   23129.189209     136.818859
   46  R04  2205  472500.00   -8553.477138   -7367.905640   22906.560795     136.820515
   47  R04  2205  473400.00   -7605.679567   -9979.896823   22240.618166     136.822178
   48  R04  2205  474300.00   -6883.853802  -12551.126222   21144.172181     136.823577
   49  R04  2205  475200.00   -6388.983517  -15012.990040   19638.342409     136.825412
   50  R04  2205  476100.00   -6109.758671  -17299.168243   17752.161655     136.827156
   51  R04  2205  477000.00   -6023.214105  -19348.194945   15522.029933     136.828478
   52  R04  2205  477900.00   -6095.868636  -21105.843728   12991.026859     136.829782
   53  R04  2205  478800.00   -6285.317606  -22527.229420   10208.094120     136.831586
   54  R04  2205  479700.00   -6542.212816  -23578.538939    7227.102206     136.832604
   55  R04  2205  480600.00   -6812.547280  -24238.318597    4105.818112     136.833852
   56  R04  2205  481500.00   -7040.149009  -24498.263263     904.792926     136.836021
   57  R04  2205  482400.00   -7169.278671  -24363.473212   -2313.809720     136.837631
   58  R04  2205  483300.00   -7147.220965  -23852.166634   -5487.421791     136.839261
   59  R04  2205  484200.00   -6926.759208  -22994.858666   -8554.291815     136.840997
   60  R04  2205  485100.00   -6468.426964  -21833.040401  -11454.694285     136.842763
   61  R04  2205  486000.00   -5742.439606  -20417.412711  -14132.102997     136.844602
   62  R04  2205  486900.00   -4730.221875  -18805.748834  -16534.304352     136.846876
   63  R04  2205  487800.00   -3425.464533  -17060.475706  -18614.427728     136.848338
   64  R04  2205  488700.00   -1834.663100  -15246.076167  -20331.871696     136.850125
   65  R04  2205  489600.00      22.886266  -13426.421946  -21653.106974     136.851651
   66  R04  2205  490500.00    2115.635551  -11662.150322  -22552.339639     136.853767
   67  R04  2205  491400.00    4400.856846  -10008.195480  -23012.021015     136.855684
   68  R04  2205  492300.00    6826.193648   -8511.578883  -23023.193896     136.857397
   69  R04  2205  493200.00    9331.627186   -7209.551838  -22585.668155     136.859188
   70  R04  2205  494100.00   11851.775739   -6128.168235  -21708.022301     136.861020
   71  R04  2205  495000.00   14318.430709   -5281.346997  -20407.431142     136.862803
   72  R04  2205  495900.00   16663.223113   -4670.462735  -18709.323243     136.864505
   73  R04  2205  496800.00   18820.308648   -4284.480528  -16646.875341     136.866210
   74  R04  2205  497700.00   20728.958708   -4100.627455  -14260.354224     136.867853
   75  R04  2205  498600.00   22335.948817   -4085.570661  -11596.319667     136.869709
   76  R04  2205  499500.00   23597.644638   -4197.050185   -8706.704853     136.871504
   77  R04  2205  500400.00   24481.698700   -4385.895525   -5647.793186     136.873117
   78  R04  2205  501300.00   24968.287644   -4598.338804   -2479.112426     136.874315
   79  R04  2205  502200.00   25050.839391   -4778.525050     737.731337     136.876159
   80  R04  2205  503100.00   24736.221345   -4871.112117    3940.256323     136.878056
   81  R04  2205  504000.00   24044.383521   -4823.849407    7066.320288     136.879909
   82  R04  2205  504900.00   23007.473434   -4590.025927   10055.324355     136.881203
   83  R04  2205  505800.00   21668.461562   -4130.684233   12849.382095     136.882879
   84  R04  2205  506700.00   20079.336439   -3416.507111   15394.431573     136.884766
   85  R04  2205  507600.00   18298.945919   -2429.297968   17641.269614     136.886669
   86  R04  2205  508500.00   16390.575358   -1162.993164   19546.489401     136.888436
   87  R04  2205  509400.00   14419.363746     375.835870   21073.304690     136.890123
   88  R04  2205  510300.00   12449.664906    2168.011681   22192.246242     136.891789
   89  R04  2205  511200.00   10542.462538    4182.310125   22881.718567     136.893327
   90  R04  2205  512100.00    8752.945193    6376.527448   23128.407598     136.895503
   91  R04  2205  513000.00    7128.340351    8699.011926   22927.532491     136.897135
   92  R04  2205  513900.00    5706.095949   11090.598015   22282.937329     136.898783
   93  R04  2205  514800.00    4512.483430   13486.864622   21207.021107     136.900931
   94  R04  2205  515700.00    3561.679184   15820.625774   19720.506943     136.902496
   95  R04  2205  516600.00    2855.361804   18024.552307   17852.054132     136.904398
   96  R04  2205  517500.00    2382.841539   20033.817449   15637.719237     136.906126
   97  R04  2205  518400.00    2121.716547   21788.657696   13120.275152     136.896872
