#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  G25  2205  432000.00  -16638.557054  -16339.446680   12677.427678     312.041263
    2  G25  2205  432900.00  -17009.647408  -17650.135745   10278.094171     312.045746
    3  G25  2205  433800.00  -17315.861739  -18688.801083    7702.231107     312.050213
    4  G25  2205  434700.00  -17518.637114  -19454.418063    4994.608752     312.054689
    5  G25  2205  435600.00  -17581.160500  -19954.500228    2201.872294     312.059188
    6  G25  2205  436500.00  -17469.883426  -20204.592299    -628.261071     312.063634
    7  G25  2205  437400.00  -17155.903788  -20227.477254   -3447.797410     312.068098
    8  G25  2205  438300.00  -16616.166287  -20052.133075   -6209.242142     312.072615
    9  G25  2205  439200.00  -15834.441007  -19712.482368   -8866.347192     312.077072
   10  G25  2205  440100.00  -14802.048562  -19245.983672  -11374.821149     312.081588
   11  G25  2205  441000.00  -13518.309662  -18692.117201  -13692.995861     312.086061
   12  G25  2205  441900.00  -11990.706614  -18090.819764  -15782.444172     312.090580
   13  G25  2205  442800.00  -10234.753885  -17480.924044  -17608.544488     312.095136
   14  G25  2205  443700.00   -8273.584176  -16898.656225  -19140.988548     312.099664
   15  G25  2205  444600.00   -6137.265344  -16376.243361  -20354.229183     312.104245
   16  G25  2205  445500.00   -3861.871815  -15940.677963  -21227.865053     312.108780
   17  G25  2205  446400.00   -1488.341673  -15612.682206  -21746.959235     312.113314
   18  G25  2205  447300.00     938.842638  -15405.907901  -21902.288403     312.117857
   19  G25  2205  448200.00    3373.106270  -15326.401258  -21690.519004     312.122384
   20  G25  2205  449100.00    5767.318158  -15372.353315  -21114.306569     312.126856
   21  G25  2205  450000.00    8075.359472  -15534.148049  -20182.314053     312.131355
   22  G25  2205  450900.00   10253.670194  -15794.710650  -18909.145061     312.135863
   23  G25  2205  451800.00   12262.719003  -16130.148370  -17315.188015     312.140441
   24  G25  2205  452700.00   14068.342652  -16510.666038  -15426.367817     312.144925
   25  G25  2205  453600.00   15642.903766  -16901.728005  -13273.802564     312.149396
   26  G25  2205  454500.00   16966.220739  -17265.428253  -10893.364199     312.153851
   27  G25  2205  455400.00   18026.230032  -17562.021114   -8325.143931     312.158294
   28  G25  2205  456300.00   18819.349845  -17751.556942   -5612.825545     312.162750
   29  G25  2205  457200.00   19350.524530  -17795.560642   -2802.972540     312.167177
   30  G25  2205  458100.00   19632.941168  -17658.686655      55.761924     312.171624
   31  G25  2205  459000.00   19687.422866  -17310.282327    2913.490026     312.176066
   32  G25  2205  459900.00   19541.517150  -16725.792860    5719.993771     312.180514
   33  G25  2205  460800.00   19228.311616  -15887.945489    8425.660519     312.184957
   34  G25  2205  461700.00   18785.021982  -14787.658230   10982.428586     312.189380
   35  G25  2205  462600.00   18251.409145  -13424.629252   13344.720120     312.193830
   36  G25  2205  463500.00   17668.090958  -11807.576319   15470.337513     312.198296
   37  G25  2205  464400.00   17074.820597   -9954.111112   17321.299627     312.202775
   38  G25  2205  465300.00   16508.806027   -7890.249874   18864.595270     312.207213
   39  G25  2205  466200.00   16003.143988   -5649.578656   20072.833523     312.211741
   40  G25  2205  467100.00   15585.437015   -3272.107606   20924.773651     312.216267
