#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  R24  2205  432000.00  -12400.407810   12851.245440  -18203.170022      89.102625
    2  R24  2205  432900.00  -14359.827597   13659.454758  -16049.135116      89.104464
    3  R24  2205  433800.00  -15993.406917   14496.728553  -13583.148020      89.105147
    4  R24  2205  434700.00  -17276.357752   15305.953884  -10853.177645      89.106698
    5  R24  2205  435600.00  -18196.856338   16028.045471   -7912.312087      89.107514
    6  R24  2205  436500.00  -18756.307321   16604.562663   -4817.722509      89.107122
    7  R24  2205  437400.00  -18969.063298   16980.314409   -1629.548058      89.108550
    8  R24  2205  438300.00  -18861.613016   17105.841891    1590.276072      89.110365
    9  R24  2205  439200.00  -18471.273800   16939.673640    4779.224187      89.111747
   10  R24  2205  440100.00  -17844.444662   16450.257660    7875.395386      89.112501
   11  R24  2205  441000.00  -17034.494823   15617.488818   10818.714629      89.113548
   12  R24  2205  441900.00  -16099.377580   14433.766900   13552.096127      89.115554
   13  R24  2205  442800.00  -15099.070654   12904.540577   16022.546505      89.116239
   14  R24  2205  443700.00  -14092.951101   11048.314097   18182.186680      89.117617
   15  R24  2205  444600.00  -13137.215235    8896.115976   19989.173183      89.119769
   16  R24  2205  445500.00  -12282.451696    6490.451316   21408.501848      89.121907
   17  R24  2205  446400.00  -11571.469097    3883.780669   22412.679153      89.123501
   18  R24  2205  447300.00  -11037.468752    1136.587842   22982.249092      89.126127
   19  R24  2205  448200.00  -10702.638455   -1684.884188   23106.166162      89.128141
   20  R24  2205  449100.00  -10577.225673   -4511.136525   22782.007804      89.129389
   21  R24  2205  450000.00  -10659.128610   -7272.054289   22016.022481      89.131188
   22  R24  2205  450900.00  -10934.022120   -9899.575137   20823.012405      89.133361
   23  R24  2205  451800.00  -11376.013303  -12330.277004   19226.052812      89.134995
   24  R24  2205  452700.00  -11948.799633  -14507.778831   17256.052542      89.137234
   25  R24  2205  453600.00  -12607.281514  -16384.855506   14951.163537      89.137973
   26  R24  2205  454500.00  -13299.562083  -17925.179771   12356.049712      89.140015
   27  R24  2205  455400.00  -13969.250673  -19104.618980    9521.028375      89.141720
   28  R24  2205  456300.00  -14557.973303  -19912.032877    6501.100008      89.143548
   29  R24  2205  457200.00  -15007.984476  -20349.539149    3354.884581      89.145546
   30  R24  2205  458100.00  -15264.769867  -20432.235711     143.484757      89.146882
   31  R24  2205  459000.00  -15279.529464  -20187.391429   -3070.701963      89.148681
   32  R24  2205  459900.00  -15011.435349  -19653.139431   -6225.198775      89.150941
   33  R24  2205  460800.00  -14429.567651  -18876.728378   -9258.668626      89.152554
   34  R24  2205  461700.00  -13514.445552  -17912.405739  -12112.112422      89.155313
   35  R24  2205  462600.00  -12259.087167  -16819.022629  -14730.022289      89.157208
   36  R24  2205  463500.00  -10669.552083  -15657.461886  -17061.466794      89.160023
   37  R24  2205  464400.00   -8764.942410  -14487.998627  -19061.086487      89.161434
   38  R24  2205  465300.00   -6576.860815  -13367.704886  -20689.979970      89.163513
   39  R24  2205  466200.00   -4148.347073  -12348.008178  -21916.463080      89.165200
   40  R24  2205  467100.00   -1532.336635  -11472.507121  -22716.686400      89.166952
   41  R24  2205  468000.00    1210.295261  -10775.136133  -23075.099241      89.169234
   42  R24  2205  468900.00    4013.023013  -10278.756362  -22984.751258      89.171015
   43  R24  2205  469800.00    6806.198805   -9994.231856  -22447.426074      89.172878
   44  R24  2205  470700.00    9519.714690   -9920.029423  -21473.604525      89.174712
   45  R24  2205  471600.00   12085.688275  -10042.358498  -20082.258362      89.176147
   46  R24  2205  472500.00   14441.060662  -10335.844553  -18300.478506      89.177659
   47  R24  2205  473400.00   16529.998964  -10764.707045  -16162.945112      89.178861
   48  R24  2205  474300.00   18306.003862  -11284.391627  -13711.249763      89.180356
   49  R24  2205  475200.00   19733.634978  -11843.587149  -10993.083007      89.182377
   50  R24  2205  476100.00   20789.782850  -12386.541684   -8061.303179      89.183403
   51  R24  2205  477000.00   21464.435299  -12855.579171   -4972.904808      89.184590
   52  R24  2205  477900.00   21760.907241  -13193.709769   -1787.907019      89.186727
   53  R24  2205  478800.00   21695.525548  -13347.223074    1431.816064      89.187720
   54  R24  2205  479700.00   21296.783523  -13268.154124    4623.739705      89.189170
   55  R24  2205  480600.00   20604.001807  -12916.517593    7725.903897      89.190007
   56  R24  2205  481500.00   19665.553224  -12262.215483   10678.115709      89.191349
   57  R24  2205  482400.00   18536.727245  -11286.537503   13423.115114      89.193024
   58  R24  2205  483300.00   17277.324626   -9983.190624   15907.681714      89.194499
   59  R24  2205  484200.00   15949.083761   -8358.814107   18083.661195      89.196571
   60  R24  2205  485100.00   14613.046980   -6432.957919   19908.892141      89.197300
   61  R24  2205  486000.00   13326.977081   -4237.524778   21348.015989      89.199371
   62  R24  2205  486900.00   12142.931950   -1815.698344   22373.155274      89.200770
   63  R24  2205  487800.00   11105.098141     779.598758   22964.447927      89.202165
   64  R24  2205  488700.00   10247.973318    3487.654098   23110.428029      89.203376
   65  R24  2205  489600.00    9594.972755    6242.242067   22808.246269      89.205171
   66  R24  2205  490500.00    9157.517470    8974.134881   22063.726122      89.207160
   67  R24  2205  491400.00    8934.641579   11613.745168   20891.254639      89.209120
   68  R24  2205  492300.00    8913.134953   14093.791841   19313.509620      89.211668
   69  R24  2205  493200.00    9068.215096   16351.879785   17361.027771      89.213070
   70  R24  2205  494100.00    9364.700164   18332.887158   15071.621354      89.214159
   71  R24  2205  495000.00    9758.634091   19991.061700   12489.653626      89.215251
   72  R24  2205  495900.00   10199.295783   21291.739160    9665.186132      89.216805
   73  R24  2205  496800.00   10631.507982   22212.612326    6653.013529      89.218612
   74  R24  2205  497700.00   10998.148535   22744.497576    3511.604018      89.220974
   75  R24  2205  498600.00   11242.757886   22891.566763     301.965642      89.222898
   76  R24  2205  499500.00   11312.132163   22671.034532   -2913.539593      89.223499
   77  R24  2205  500400.00   11158.791492   22112.314090   -6072.410427      89.224092
   78  R24  2205  501300.00   10743.218104   21255.676990   -9113.225771      89.225513
   79  R24  2205  502200.00   10035.768442   20150.473602  -11976.844495      89.226237
   80  R24  2205  503100.00    9018.176921   18852.989167  -14607.561434      89.227981
   81  R24  2205  504000.00    7684.586342   17424.026261  -16954.196463      89.228967
   82  R24  2205  504900.00    6042.060105   15926.316167  -18971.094932      89.231036
   83  R24  2205  505800.00    4110.553087   14421.868318  -20619.019524      89.233128
   84  R24  2205  506700.00    1922.341069   12969.369766  -21865.916027      89.234770
   85  R24  2205  507600.00    -479.068601   11621.744252  -22687.538078      89.235389
   86  R24  2205  508500.00   -3040.500568   10423.973492  -23067.918860      89.236262
   87  R24  2205  509400.00   -5701.084824    9411.272012  -22999.680796      89.238487
   88  R24  2205  510300.00   -8394.558212    8607.691800  -22484.177457      89.240024
   89  R24  2205  511200.00  -11051.798768    8025.214772  -21531.465127      89.242341
   90  R24  2205  512100.00  -13603.487778    7663.370421  -20160.104763      89.244042
   91  R24  2205  513000.00  -15982.789101    7509.393852  -18396.798256      89.245627
   92  R24  2205  513900.00  -18127.934517    7538.916604  -16275.866117      89.247624
   93  R24  2205  514800.00  -19984.607733    7717.160210  -13838.576754      89.248933
   94  R24  2205  515700.00  -21508.028046    8000.581222  -11132.340399      89.250756
   95  R24  2205  516600.00  -22664.647177    8338.897384   -8209.783481      89.253454
   96  R24  2205  517500.00  -23433.389008    8677.408505   -5127.721625      89.254484
   97  R24  2205  518400.00  -23806.381066    8959.513233   -1946.051610      89.244762
   98  R24  2205  519300.00  -23789.148433    9129.314240    1273.416026      89.246665
   99  R24  2205  520200.00  -23400.262009    9134.201893    4468.159939      89.248885
  100  R24  2205  521100.00  -22670.458336    8927.305477    7576.163550      89.251257
