#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  R15  2205  432000.00   20503.900660   12587.058588   -8461.040446      96.823419
    2  R15  2205  432900.00   21247.615633   13032.710298   -5405.460831      96.822961
    3  R15  2205  433800.00   21709.695314   13201.587994   -2244.835200      96.822350
    4  R15  2205  434700.00   21849.289224   13130.891289     959.407112      96.822059
    5  R15  2205  435600.00   21635.878735   12866.144703    4145.015785      96.821976
    6  R15  2205  436500.00   21050.686594   12459.053252    7250.131377      96.821753
    7  R15  2205  437400.00   20087.609251   11965.110967   10214.487249      96.820997
    8  R15  2205  438300.00   18753.632790   11441.064280   12980.577945      96.820566
    9  R15  2205  439200.00   17068.715047   10942.338000   15494.771316      96.820500
   10  R15  2205  440100.00   15065.138832   10520.532795   17708.343072      96.820171
   11  R15  2205  441000.00   12786.363236   10221.099702   19578.414250      96.819816
   12  R15  2205  441900.00   10285.420737   10081.289390   21068.774153      96.819407
   13  R15  2205  442800.00    7622.926463   10128.462120   22150.573771      96.819226
   14  R15  2205  443700.00    4864.781760   10378.829057   22802.877190      96.819021
   15  R15  2205  444600.00    2079.666559   10836.677471   23013.061218      96.819388
   16  R15  2205  445500.00    -663.576509   11494.112252   22777.056224      96.819124
   17  R15  2205  446400.00   -3298.559047   12331.324674   22099.423965      96.818575
   18  R15  2205  447300.00   -5763.857732   13317.377580   20993.271035      96.818404
   19  R15  2205  448200.00   -8005.316297   14411.474735   19479.999403      96.817736
   20  R15  2205  449100.00   -9978.044399   15564.662002   17588.898315      96.817733
   21  R15  2205  450000.00  -11648.031472   16721.889972   15356.584710      96.817553
   22  R15  2205  450900.00  -12993.309378   17824.352448   12826.302033      96.816934
   23  R15  2205  451800.00  -14004.616139   18812.003377   10047.090066      96.816721
   24  R15  2205  452700.00  -14685.533638   19626.147018    7072.840975      96.816628
   25  R15  2205  453600.00  -15052.093946   20211.992607    3961.259143      96.816353
   26  R15  2205  454500.00  -15131.871165   20521.065841     772.744504      96.816275
   27  R15  2205  455400.00  -14962.597248   20513.375081   -2430.779143      96.815904
   28  R15  2205  456300.00  -14590.360418   20159.240124   -5587.067996      96.815424
   29  R15  2205  457200.00  -14067.462520   19440.705351   -8634.770569      96.815505
   30  R15  2205  458100.00  -13450.026198   18352.476381  -11514.624407      96.815516
   31  R15  2205  459000.00  -12795.453512   16902.339370  -14170.613339      96.815308
   32  R15  2205  459900.00  -12159.843968   15111.043890  -16551.062170      96.815470
   33  R15  2205  460800.00  -11595.481722   13011.652925  -18609.646980      96.814821
   34  R15  2205  461700.00  -11148.498749   10648.386035  -20306.300965      96.814633
   35  R15  2205  462600.00  -10856.813313    8075.003065  -21607.997902      96.813891
   36  R15  2205  463500.00  -10748.431322    5352.795097  -22489.397840      96.813726
   37  R15  2205  464400.00  -10840.182742    2548.265844  -22933.342400      96.813572
   38  R15  2205  465300.00  -11136.946794    -269.400391  -22931.190058      96.813116
   39  R15  2205  466200.00  -11631.398938   -3030.979148  -22482.984932      96.812763
   40  R15  2205  467100.00  -12304.290566   -5669.845106  -21597.455794      96.812638
   41  R15  2205  468000.00  -13125.249806   -8124.500773  -20291.845359      96.812614
   42  R15  2205  468900.00  -14054.069761  -10340.889763  -18591.573114      96.812608
   43  R15  2205  469800.00  -15042.429882  -12274.398884  -16529.738228      96.812250
   44  R15  2205  470700.00  -16035.977780  -13891.466292  -14146.472207      96.811988
   45  R15  2205  471600.00  -16976.683455  -15170.729527  -11488.153973      96.811931
   46  R15  2205  472500.00  -17805.366301  -16103.666586   -8606.502800      96.811495
   47  R15  2205  473400.00  -18464.287852  -16694.704545   -5557.567097      96.811055
   48  R15  2205  474300.00  -18899.700396  -16960.792710   -2400.629145      96.810355
   49  R15  2205  475200.00  -19064.243455  -16930.459857     802.952349      96.810160
   50  R15  2205  476100.00  -18919.086600  -16642.396880    3990.938767      96.810470
   51  R15  2205  477000.00  -18435.727902  -16143.626119    7101.423324      96.810245
   52  R15  2205  477900.00  -17597.371962  -15487.335913   10074.034037      96.809589
   53  R15  2205  478800.00  -16399.829352  -14730.472810   12851.104248      96.808765
   54  R15  2205  479700.00  -14851.899483  -13931.193761   15378.787972      96.808300
