#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  G19  2205  432000.00   20486.392422  -15729.626821   -5984.986565     144.461888
    2  G19  2205  432900.00   20099.286767  -14986.335685   -8719.848241     144.466140
    3  G19  2205  433800.00   19566.137258  -13988.308002  -11304.392816     144.470508
    4  G19  2205  434700.00   18928.729186  -12732.898165  -13694.759635     144.474940
    5  G19  2205  435600.00   18229.878570  -11226.190509  -15850.721572     144.479605
    6  G19  2205  436500.00   17511.707966   -9482.887451  -17736.313055     144.483949
    7  G19  2205  437400.00   16813.981620   -7525.875876  -19320.369896     144.488460
    8  G19  2205  438300.00   16172.561233   -5385.493455  -20576.977284     144.493165
    9  G19  2205  439200.00   15618.037191   -3098.526760  -21485.824313     144.497348
   10  G19  2205  440100.00   15174.582108    -706.981510  -22032.465124     144.501861
   11  G19  2205  441000.00   14859.064424    1743.327928  -22208.487966     144.506358
   12  G19  2205  441900.00   14680.449922    4204.317795  -22011.594368     144.510942
   13  G19  2205  442800.00   14639.508705    6627.247773  -21445.591168     144.515506
   14  G19  2205  443700.00   14728.834753    8964.350890  -20520.298404     144.519816
   15  G19  2205  444600.00   14933.174845   11170.424219  -19251.376178     144.524465
   16  G19  2205  445500.00   15230.053664   13204.325980  -17660.073546     144.528780
   17  G19  2205  446400.00   15590.672408   15030.327960  -15772.902461     144.533341
   18  G19  2205  447300.00   15981.049484   16619.276858  -13621.239737     144.537895
   19  G19  2205  448200.00   16363.363899   17949.524205  -11240.860136     144.542455
   20  G19  2205  449100.00   16697.455104   19007.591647   -8671.403924     144.546690
   21  G19  2205  450000.00   16942.427279   19788.546688   -5955.782734     144.551391
   22  G19  2205  450900.00   17058.301753   20296.073170   -3139.528287     144.555641
   23  G19  2205  451800.00   17007.658453   20542.230796    -270.089535     144.560308
   24  G19  2205  452700.00   16757.206234   20546.908533    2603.915011     144.564676
   25  G19  2205  453600.00   16279.222855   20336.987615    5433.481546     144.569448
   26  G19  2205  454500.00   15552.808286   19945.240712    8170.031973     144.573754
   27  G19  2205  455400.00   14564.900116   19409.004318   10766.240113     144.578461
   28  G19  2205  456300.00   13311.007099   18768.671047   13176.859871     144.582800
   29  G19  2205  457200.00   11795.626174   18066.056972   15359.540533     144.587261
   30  G19  2205  458100.00   10032.319562   17342.705795   17275.613025     144.591832
   31  G19  2205  459000.00    8043.441292   16638.196175   18890.829985     144.596227
   32  G19  2205  459900.00    5859.516509   15988.520471   20176.042040     144.600698
   33  G19  2205  460800.00    3518.291391   15424.602255   21107.792762     144.605255
   34  G19  2205  461700.00    1063.485961   14971.015954   21668.815638     144.609582
   35  G19  2205  462600.00   -1456.704281   14644.964969   21848.417879     144.614060
   36  G19  2205  463500.00   -3991.299973   14455.564642   21642.738216     144.618635
   37  G19  2205  464400.00   -6488.354988   14403.463950   21054.868793     144.623166
   38  G19  2205  465300.00   -8896.824479   14480.825293   20094.834842     144.627640
   39  G19  2205  466200.00  -11168.405897   14671.665883   18779.429903     144.632235
   40  G19  2205  467100.00  -13259.275357   14952.547950   17131.908628     144.636776
   41  G19  2205  468000.00  -15131.645896   15293.589030   15181.543626     144.641132
   42  G19  2205  468900.00  -16755.081983   15659.748999   12963.056977     144.645824
   43  G19  2205  469800.00  -18107.515689   16012.338004   10515.940882     144.650227
   44  G19  2205  470700.00  -19175.923689   16310.679734    7883.685095     144.654733
   45  G19  2205  471600.00  -19956.639766   16513.858137    5112.931239     144.658950
   46  G19  2205  472500.00  -20455.294062   16582.472897    2252.575642     144.663709
   47  G19  2205  473400.00  -20686.386810   16480.329878    -647.157030     144.668053
   48  G19  2205  474300.00  -20672.520018   16175.997071   -3535.647353     144.672878
   49  G19  2205  475200.00  -20443.324601   15644.164010   -6362.801050     144.677614
   50  G19  2205  476100.00  -20034.132227   14866.752505   -9079.936159     144.682015
   51  G19  2205  477000.00  -19484.450210   13833.738341  -11640.620742     144.686125
   52  G19  2205  477900.00  -18836.303895   12543.656529  -14001.447073     144.690685
   53  G19  2205  478800.00  -18132.514045   11003.776093  -16122.731123     144.695230
   54  G19  2205  479700.00  -17414.976949    9229.943614  -17969.128946     144.699473
   55  G19  2205  480600.00  -16723.012514    7246.107322  -19510.164247     144.703776
   56  G19  2205  481500.00  -16091.840844    5083.544872  -20720.663760     144.708206
   57  G19  2205  482400.00  -15551.241140    2779.827946  -21581.099084     144.712897
   58  G19  2205  483300.00  -15124.438608     377.565032  -22077.835212     144.717323
   59  G19  2205  484200.00  -14827.255796   -2077.029711  -22203.287233     144.721662
   60  G19  2205  485100.00  -14667.554849   -4535.688977  -21955.987474     144.726254
   61  G19  2205  486000.00  -14644.986800   -6949.710763  -21340.565884     144.730921
   62  G19  2205  486900.00  -14751.053591   -9271.586164  -20367.646704     144.735622
   63  G19  2205  487800.00  -14969.478236  -11456.580418  -19053.664524     144.739913
   64  G19  2205  488700.00  -15276.868611  -13464.213169  -17420.602798     144.744485
   65  G19  2205  489600.00  -15643.650955  -15259.587422  -15495.657816     144.748843
   66  G19  2205  490500.00  -16035.240530  -16814.521574  -13310.831144     144.753563
   67  G19  2205  491400.00  -16413.409061  -18108.445065  -10902.453626     144.757868
   68  G19  2205  492300.00  -16737.801848  -19129.025519   -8310.644368     144.762770
   69  G19  2205  493200.00  -16967.551885  -19872.503674   -5578.708607     144.766820
   70  G19  2205  494100.00  -17062.934213  -20343.721706   -2752.479148     144.771677
   71  G19  2205  495000.00  -16987.001147  -20555.840647     120.392940     144.775982
   72  G19  2205  495900.00  -16707.138254  -20529.753210    2991.191421     144.780429
   73  G19  2205  496800.00  -16196.482129  -20293.209216    5810.923330     144.785022
   74  G19  2205  497700.00  -15435.144198  -19879.681635    8531.132715     144.789235
   75  G19  2205  498600.00  -14411.190220  -19327.011657   11104.727878     144.793564
