#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  G21  2205  432000.00    6030.605921   14787.767316  -20684.982763     160.443250
    2  G21  2205  432900.00    3504.027727   14774.296999  -21193.764107     160.443504
    3  G21  2205  433800.00     935.509226   14890.179447  -21317.042980     160.444422
    4  G21  2205  434700.00   -1622.410161   15134.231785  -21050.251356     160.444525
    5  G21  2205  435600.00   -4117.520363   15496.843121  -20396.378677     160.444794
    6  G21  2205  436500.00   -6499.927163   15960.297647  -19366.050331     160.444932
    7  G21  2205  437400.00   -8723.965028   16499.482704  -17977.401275     160.445283
    8  G21  2205  438300.00  -10749.940510   17082.954391  -16255.740684     160.446044
    9  G21  2205  439200.00  -12545.617432   17674.312045  -14233.014113     160.445836
   10  G21  2205  440100.00  -14087.368398   18233.814449  -11947.080263     160.446169
   11  G21  2205  441000.00  -15360.935978   18720.156441   -9440.829074     160.446199
   12  G21  2205  441900.00  -16361.769644   19092.316071   -6761.175705     160.446902
   13  G21  2205  442800.00  -17094.929208   19311.380081   -3957.970127     160.447030
   14  G21  2205  443700.00  -17574.570057   19342.259438   -1082.864374     160.447049
   15  G21  2205  444600.00  -17823.047772   19155.216068    1811.821252     160.447724
   16  G21  2205  445500.00  -17869.698253   18727.135779    4674.195140     160.447914
   17  G21  2205  446400.00  -17749.363040   18042.499129    7453.822173     160.447846
   18  G21  2205  447300.00  -17500.737685   17094.020058   10102.656984     160.448174
   19  G21  2205  448200.00  -17164.623858   15882.940030   12575.864881     160.448435
   20  G21  2205  449100.00  -16782.163958   14418.982014   14832.520142     160.449231
   21  G21  2205  450000.00  -16393.131180   12719.982967   16836.178173     160.448969
   22  G21  2205  450900.00  -16034.339387   10811.235080   18555.323807     160.449504
   23  G21  2205  451800.00  -15738.226701    8724.574803   19963.702404     160.450065
   24  G21  2205  452700.00  -15531.655472    6497.264512   21040.543513     160.450185
   25  G21  2205  453600.00  -15434.959982    4170.715138   21770.688622     160.450811
   26  G21  2205  454500.00  -15461.262394    1789.099308   22144.635152     160.451353
   27  G21  2205  455400.00  -15616.067528    -602.095841   22158.508562     160.451509
   28  G21  2205  456300.00  -15897.138115   -2957.528727   21813.973419     160.451872
   29  G21  2205  457200.00  -16294.644426   -5233.431432   21118.092789     160.452314
   30  G21  2205  458100.00  -16791.575416   -7388.964250   20083.143464     160.452729
   31  G21  2205  459000.00  -17364.392773   -9387.458743   18726.392588     160.452816
   32  G21  2205  459900.00  -17983.904235  -11197.515285   17069.839224     160.453005
   33  G21  2205  460800.00  -18616.328253  -12793.925210   15139.922515     160.453220
   34  G21  2205  461700.00  -19224.518202  -14158.391998   12967.196310     160.453473
   35  G21  2205  462600.00  -19769.310928  -15280.030471   10585.968645     160.453823
   36  G21  2205  463500.00  -20210.961302  -16155.627817    8033.903246     160.453895
   37  G21  2205  464400.00  -20510.621637  -16789.655471    5351.579413     160.454084
   38  G21  2205  465300.00  -20631.822390  -17194.026614    2582.006238     160.454332
   39  G21  2205  466200.00  -20541.908498  -17387.600291    -229.912747     160.454434
   40  G21  2205  467100.00  -20213.384413  -17395.440134   -3037.967655     160.454739
   41  G21  2205  468000.00  -19625.120383  -17247.843270   -5795.284909     160.455417
   42  G21  2205  468900.00  -18763.372955  -16979.162947   -8455.024141     160.455076
   43  G21  2205  469800.00  -17622.575138  -16626.457332  -10971.126263     160.455693
   44  G21  2205  470700.00  -16205.855370  -16228.005424  -13299.106067     160.456273
   45  G21  2205  471600.00  -14525.251067  -15821.739811  -15396.878693     160.456672
   46  G21  2205  472500.00  -12601.590872  -15443.653451  -17225.604661     160.456185
   47  G21  2205  473400.00  -10464.031121  -15126.244040  -18750.533600     160.456991
   48  G21  2205  474300.00   -8149.245840  -14897.063499  -19941.822308     160.457393
   49  G21  2205  475200.00   -5700.285402  -14777.441116  -20775.299085     160.457823
   50  G21  2205  476100.00   -3165.136244  -14781.446144  -21233.143705     160.458770
   51  G21  2205  477000.00    -595.031714  -14915.148752  -21304.451532     160.458449
   52  G21  2205  477900.00    1957.419201  -15176.226853  -20985.651534     160.459174
   53  G21  2205  478800.00    4440.204249  -15553.950816  -20280.751516     160.459522
   54  G21  2205  479700.00    6803.889996  -16029.559076  -19201.389921     160.459459
   55  G21  2205  480600.00    9003.517265  -16577.016285  -17766.681675     160.460083
   56  G21  2205  481500.00   11000.314720  -17164.123654  -16002.855348     160.460643
   57  G21  2205  482400.00   12763.143254  -17753.930169  -13942.689522     160.461224
   58  G21  2205  483300.00   14269.597954  -18306.375320  -11624.766813     160.461480
   59  G21  2205  484200.00   15506.713845  -18780.080579   -9092.573425     160.461326
   60  G21  2205  485100.00   16471.244722  -19134.199050   -6393.479624     160.461918
   61  G21  2205  486000.00   17169.509170  -19330.231274   -3577.641336     160.461898
   62  G21  2205  486900.00   17616.822174  -19333.719867    -696.864986     160.462553
   63  G21  2205  487800.00   17836.552672  -19115.745742    2196.523469     160.462695
   64  G21  2205  488700.00   17858.865255  -18654.163046    5050.768040     160.462819
   65  G21  2205  489600.00   17719.217114  -17934.526889    7815.699276     160.463299
   66  G21  2205  490500.00   17456.688783  -16950.686146   10443.653521     160.463020
   67  G21  2205  491400.00   17112.229351  -15705.031379   12890.278057     160.463584
   68  G21  2205  492300.00   16726.894347  -14208.404261   15115.212778     160.464371
   69  G21  2205  493200.00   16340.148269  -12479.688903   17082.645740     160.464148
   70  G21  2205  494100.00   15988.294775  -10545.116687   18761.745466     160.464447
   71  G21  2205  495000.00   15703.086993   -8437.324563   20126.977210     160.464785
   72  G21  2205  495900.00   15510.559112   -6194.212317   21158.313186     160.465362
   73  G21  2205  496800.00   15430.109093   -3857.647387   21841.348472     160.466184
