#Epch  SVN  Week   Week-Sec          X[km]         Y[km]          Z[km]           T[Ms]
#====  ===  ====  =========  =============  =============  =============  =============
    1  G07  2205  432000.00   25980.815517    5971.695332    3433.715983     320.190370
    2  G07  2205  432900.00   25461.154061    6153.580677    6172.456945     320.191201
    3  G07  2205  433800.00   24653.876991    6347.215301    8809.082983     320.192164
    4  G07  2205  434700.00   23573.957990    6587.362555   11300.401533     320.193299
    5  G07  2205  435600.00   22243.698153    6905.712547   13605.743134     320.194393
    6  G07  2205  436500.00   20691.960024    7329.577597   15687.518609     320.195325
    7  G07  2205  437400.00   18953.188538    7880.754467   17511.731551     320.196203
    8  G07  2205  438300.00   17066.252115    8574.588974   19048.445323     320.197333
    9  G07  2205  439200.00   15073.141736    9419.272517   20272.203579     320.198572
   10  G07  2205  440100.00   13017.569586   10415.393424   21162.402842     320.199517
   11  G07  2205  441000.00   10943.511743   11555.759046   21703.614863     320.200737
   12  G07  2205  441900.00    8893.741390   12825.497080   21885.855540     320.201964
   13  G07  2205  442800.00    6908.400106   14202.436835   21704.796098     320.203068
   14  G07  2205  443700.00    5023.654869   15657.763004   21161.911121     320.204278
   15  G07  2205  444600.00    3270.487317   17156.926107   20264.557041     320.205137
   16  G07  2205  445500.00    1673.659476   18660.785112   19025.973886     320.206163
   17  G07  2205  446400.00     250.896381   20126.949162   17465.202639     320.207282
   18  G07  2205  447300.00    -987.679296   21511.276888   15606.910596     320.208309
   19  G07  2205  448200.00   -2039.832492   22769.483939   13481.117721     320.209603
   20  G07  2205  449100.00   -2911.201453   23858.802440   11122.818349     320.210325
   21  G07  2205  450000.00   -3614.974769   24739.630648    8571.494708     320.211359
   22  G07  2205  450900.00   -4171.262388   25377.107537    5870.521673     320.212368
   23  G07  2205  451800.00   -4606.176058   25742.546109    3066.465875     320.213279
   24  G07  2205  452700.00   -4950.648054   25814.661185     208.286623     320.214156
   25  G07  2205  453600.00   -5239.030224   25580.532776   -2653.549105     320.215367
   26  G07  2205  454500.00   -5507.527693   25036.254997   -5468.020497     320.216192
   27  G07  2205  455400.00   -5792.531923   24187.232664   -8184.553754     320.217254
   28  G07  2205  456300.00   -6128.925486   23048.102949  -10754.044178     320.218273
   29  G07  2205  457200.00   -6548.434988   21642.276937  -13129.870752     320.219438
   30  G07  2205  458100.00   -7078.108586   20001.114624  -15268.872837     320.220412
   31  G07  2205  459000.00   -7738.990145   18162.765642  -17132.258705     320.221587
   32  G07  2205  459900.00   -8545.053366   16170.725486  -18686.417291     320.222536
   33  G07  2205  460800.00   -9502.446686   14072.171885  -19903.607995     320.224031
   34  G07  2205  461700.00  -10609.084121   11916.157287  -20762.508139     320.224836
   35  G07  2205  462600.00  -11854.599656    9751.740198  -21248.603619     320.225822
   36  G07  2205  463500.00  -13220.664404    7626.140124  -21354.414771     320.226953
   37  G07  2205  464400.00  -14681.647896    5582.997980  -21079.556187     320.228198
   38  G07  2205  465300.00  -16205.588620    3660.816502  -20430.635510     320.229259
   39  G07  2205  466200.00  -17755.425291    1891.644130  -19421.001876     320.230046
